ensgene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	test	chromosome_name	start_position	end_position	strand	gene_biotype	external_gene_name	description
ENSG00000185885	98.76905447797353	1.7621058914542511	0.29835636919546277	5.9060441585540255	3.5042008133197223e-9	9.181580590047396e-7	TRUE	11	313506	315272	1	protein_coding	IFITM1	interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]
ENSG00000186017	38.18259217226863	-1.5104502588054889	0.4536557247548581	-3.3295077663170476	8.699963787990424e-4	0.044003645956788275	TRUE	19	36445119	36489902	-1	protein_coding	ZNF566	zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919]
ENSG00000188613	36.51272040760988	-2.0799097890279414	0.4800932240125764	-4.332303988055155	1.4755701387620404e-5	0.0016377803838773398	TRUE	10	119029714	119033730	1	protein_coding	NANOS1	nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044]
ENSG00000196136	1496.186403945772	1.4789561618380664	0.19753379909221977	7.4871043266251736	7.040973422833513e-14	3.3098787710925895e-11	TRUE	14	94612384	94624055	1	protein_coding	SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]
ENSG00000196693	311.54269551595513	-1.3805712851370397	0.32258295454693037	-4.279740344855047	1.8711148002912685e-5	0.0019937351902036896	TRUE	10	42574185	42638570	-1	protein_coding	ZNF33B	zinc finger protein 33B [Source:HGNC Symbol;Acc:HGNC:13097]
ENSG00000198848	83.00226979804533	1.1511723918884653	0.2976143387850883	3.8680004350185015	1.0973146924027006e-4	0.008639596418065203	TRUE	16	55802851	55833337	-1	protein_coding	CES1	carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]
ENSG00000203785	50.302455714519276	3.5506807527334496	0.47464719090356877	7.480673689386314	7.394256984349849e-14	3.376640268024676e-11	TRUE	1	153093135	153106184	-1	protein_coding	SPRR2E	small proline rich protein 2E [Source:HGNC Symbol;Acc:HGNC:11265]
ENSG00000204764	41.32599381507419	-2.1504975585155086	0.5139806277199594	-4.184005082166637	2.8641770260079127e-5	0.002791350085773443	TRUE	5	170861870	171300015	1	protein_coding	RANBP17	RAN binding protein 17 [Source:HGNC Symbol;Acc:HGNC:14428]
ENSG00000206965	33.38044991030529	-2.020401537388124	0.5853567645812162	-3.4515728862099793	5.573292042402276e-4	0.032510192231283055	TRUE	2	174557966	174558072	-1	snRNA	RNU6-5P	RNA, U6 small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:34249]
ENSG00000213928	617.3989743292103	1.501371619049132	0.18368864040787333	8.173459260819808	2.99670581412572e-16	1.7105838938275492e-13	TRUE	14	24161265	24166565	1	protein_coding	IRF9	interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]
ENSG00000214455	25.33616560254677	-1.9240539317080512	0.5766354838388187	-3.3366901372407796	8.478241425762873e-4	0.043375101944577936	TRUE	13	45390353	45391267	-1	processed_pseudogene	RCN1P2	reticulocalbin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39204]
ENSG00000229212	10.963133440055012	-6.60763182548517	1.4447232896918436	-4.573631416224046	4.793427865558025e-6	6.662031093496862e-4	TRUE	15	85180200	85234795	-1	transcribed_unprocessed_pseudogene	AC044860.1	golgin subfamily A pseudogene
ENSG00000231574	108.72216053856638	1.4653634521147456	0.3278136343624559	4.470111363624758	7.81788799946914e-6	9.611792607347328e-4	TRUE	3	177816865	177899224	1	lncRNA	LINC02015	long intergenic non-protein coding RNA 2015 [Source:HGNC Symbol;Acc:HGNC:52850]
ENSG00000232810	32.091660650809295	1.9692181861728266	0.47998765328267684	4.102643417398706	4.084565081314997e-5	0.00357471777397845	TRUE	6	31575565	31578336	1	protein_coding	TNF	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
ENSG00000241322	115.10219588232745	1.2025681949605849	0.30332643166848094	3.9646007383719386	7.351889490124702e-5	0.0061200650896178705	TRUE	17	15565483	15619512	-1	protein_coding	CDRT1	CMT1A duplicated region transcript 1 [Source:HGNC Symbol;Acc:HGNC:14379]
ENSG00000241794	657.7062657885062	1.8415495721101969	0.19718615213367266	9.33914249141496	9.711745572511657e-21	7.76114147427269e-18	TRUE	1	153056120	153057512	-1	protein_coding	SPRR2A	small proline rich protein 2A [Source:HGNC Symbol;Acc:HGNC:11261]
ENSG00000243232	118.8759666384621	-1.4456399282957848	0.3566701604566313	-4.053156357248913	5.0531204955634944e-5	0.004318931811796328	TRUE	5	140966470	141012347	1	protein_coding	PCDHAC2	protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]
ENSG00000243649	817.5660909557693	1.9499491188370284	0.15852153445562603	12.300846856758541	8.962946076029797e-35	1.790684589164803e-31	TRUE	6	31945650	31952084	1	protein_coding	CFB	complement factor B [Source:HGNC Symbol;Acc:HGNC:1037]
ENSG00000244242	136.50005414854084	-2.006503769203446	0.34823333644107246	-5.7619519995122115	8.314664769245575e-9	1.954313044218412e-6	TRUE	11	1732406	1750595	-1	protein_coding	IFITM10	interferon induced transmembrane protein 10 [Source:HGNC Symbol;Acc:HGNC:40022]
ENSG00000244457	15.498335615153184	7.297198208087696	1.4139174635607994	5.160978908705523	2.456618592128295e-7	4.8474240688872265e-5	TRUE	1	236483165	236484468	1	transcribed_processed_pseudogene	ENO1P1	enolase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3352]
ENSG00000248710	10.622763940408808	-4.205103232152533	1.2305912625863398	-3.41714049172968	6.328261334689223e-4	0.03495956705543409	TRUE	3	160227454	160449829	-1	protein_coding	AC079594.2	TRIM59 and iFT80 readthrough
ENSG00000253522	17.124386961004323	5.542414324947587	1.1990187465189026	4.622458440319482	3.792188025212312e-6	5.772432495901751e-4	TRUE	5	160438594	160487426	1	lncRNA	MIR3142HG	MIR3142 host gene [Source:HGNC Symbol;Acc:HGNC:51944]
ENSG00000255071	38.5919271723701	1.872030200762742	0.4609396831132684	4.061334420414224	4.879301853143675e-5	0.004192789328967493	TRUE	11	18231423	18248635	-1	protein_coding	SAA2-SAA4	SAA2-SAA4 readthrough [Source:HGNC Symbol;Acc:HGNC:39550]
ENSG00000255508	1512.346212311053	-1.2198457323124081	0.20740790571719475	-5.881384936096383	4.068477351121132e-9	1.032166246078874e-6	TRUE	11	62559603	62591531	-1	protein_coding	AP002990.1	novel protein
ENSG00000259207	105.79119250771551	1.1259132795695883	0.2706551460593645	4.1599551900728855	3.1831003849231e-5	0.003045655160183965	TRUE	17	47253846	47313735	1	protein_coding	ITGB3	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]
ENSG00000259399	215.27250448362113	1.471151098857221	0.3503044389694748	4.199635902945026	2.6734452860681848e-5	0.0026415565370869485	TRUE	20	36574553	36612384	1	protein_coding	TGIF2-RAB5IF	TGIF2-RAB5IF readthrough [Source:HGNC Symbol;Acc:HGNC:44664]
ENSG00000261175	28.724154627346838	2.312490401832142	0.6433868574410142	3.59424563167138	3.2533280765043623e-4	0.021223650059905806	TRUE	16	86710122	86742083	1	lncRNA	LINC02188	long intergenic non-protein coding RNA 2188 [Source:HGNC Symbol;Acc:HGNC:53050]
ENSG00000262880	27.52021429164288	8.13139370408425	1.3280984701219525	6.12258344318218	9.207017154349853e-10	2.494165341999554e-7	TRUE	17	7420103	7444081	1	lncRNA	AC113189.2	novel transcript
ENSG00000265817	94.00925487970153	-1.279011862658512	0.3031866951326186	-4.218561972513512	2.4586539629539256e-5	0.002456041643118287	TRUE	8	94372170	94436952	-1	protein_coding	FSBP	fibrinogen silencer binding protein [Source:HGNC Symbol;Acc:HGNC:43653]
ENSG00000267059	16.686082800813995	20.807741903002963	3.909579677092727	5.322245259489425	1.0249425623428213e-7	2.1554811807796466e-5	TRUE	19	1578339	1605445	-1	protein_coding	AC005943.1	novel transcript, readthrough between UQCR11 and MBD3
ENSG00000268104	1655.7475390485413	1.2779885561984492	0.1420752733514433	8.995151133984896	2.359074124436888e-19	1.6393513796032513e-16	TRUE	X	116436606	116461458	1	protein_coding	SLC6A14	solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047]
ENSG00000269001	146.14840646715416	-1.6212674117634918	0.3915287594094745	-4.140864171022271	3.459998123612559e-5	0.003233985380684183	TRUE	19	53197111	53214522	1	transcribed_unprocessed_pseudogene	AC092070.2	zinc finger protein 818, pseudogene
ENSG00000272822	24.655814430056864	2.2958026877478837	0.6214075905466714	3.6945198653402276	2.203026708156021e-4	0.015177144774335209	TRUE	12	48903503	48957365	-1	protein_coding	AC073610.2	novel protein
ENSG00000273259	672.9130967736149	1.4367344330711225	0.17218433411812795	8.344164644417903	7.171901553786098e-17	4.4087885590062776e-14	TRUE	14	94592058	94624646	1	protein_coding	AL049839.2	novel protein
ENSG00000276980	140.87639966737925	1.6176712208154538	0.24039181288482558	6.729310792254386	1.7046859459548256e-11	6.05466566093244e-9	TRUE	19	6716386	6717742	-1	lncRNA	AC008760.2	novel transcript, sense intronic C3
ENSG00000282458	1323.6213197401185	1.0314001678439686	0.21454416059470804	4.8074026577324105	1.529038277948482e-6	2.5456894579636033e-4	TRUE	19	60951	71626	-1	transcribed_processed_pseudogene	WASH5P	WASP family homolog 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:33884]
ENSG00000285269	22.250648039678296	-2.6177878334648486	0.7246388279809722	-3.612541492923682	3.032105693407011e-4	0.02032071175458194	TRUE	9	96235331	96352058	-1	protein_coding	AL160269.1	solute carrier family 35 member D2 [Source:NCBI gene;Acc:11046]
ENSG00000285953	7.915632982373764	6.351118515077326	1.512423352043023	4.199299426644042	2.6774207533509707e-5	0.0026415565370869485	TRUE	7	92131774	92245924	-1	protein_coding	AC000120.4	novel protein
